Id,Label,timeset,d1,d2
1594,1594,,-3.727769,-38.540415
6276,6276,,-3.829946,-38.60839
5029,5029,,-3.78679,-38.499641
758,758,,-3.720308,-38.601715
4660,4660,,-3.726623,-38.591697
2574,2574,,-3.797856,-38.551051
3062,3062,,-3.803909,-38.553151
5133,5133,,-3.828909,-38.555358
2187,2187,,-3.740844,-38.483742
2152,2152,,-3.73685,-38.496677
2096,2096,,-3.740054,-38.52483
1711,1711,,-3.732183,-38.525885
4770,4770,,-3.730107,-38.569271
1475,1475,,-3.730537,-38.586076
5358,5358,,-3.729822,-38.532818
927,927,,-3.722219,-38.567334
4664,4664,,-3.724787,-38.597908
3301,3301,,-3.75825,-38.486704
2053,2053,,-3.741695,-38.542145
235,235,,-3.717295,-38.57572
5847,5847,,-3.802828,-38.627729
1478,1478,,-3.730757,-38.584568
5395,5395,,-3.741015,-38.595144
665,665,,-3.821636,-38.558184
499,499,,-3.797052,-38.53156
77,77,,-3.708447,-38.567798
2550,2550,,-3.75327,-38.490808
3517,3517,,-3.807491,-38.629905
1644,1644,,-3.774213,-38.564362
2033,2033,,-3.744651,-38.558183
1340,1340,,-3.770819,-38.618241
1372,1372,,-3.768549,-38.6073
5744,5744,,-3.825371,-38.55883
5210,5210,,-3.832602,-38.489473
4164,4164,,-3.815922,-38.531559
5266,5266,,-3.729011,-38.531361
1729,1729,,-3.732366,-38.527625
5813,5813,,-3.738534,-38.484571
1271,1271,,-3.721064,-38.464461
2493,2493,,-3.747739,-38.510723
2040,2040,,-3.740004,-38.556846
2512,2512,,-3.752225,-38.508644
3351,3351,,-3.782373,-38.506522
3312,3312,,-3.767869,-38.517474
5702,5702,,-3.810862,-38.524979
468,468,,-3.799083,-38.577614
1607,1607,,-3.734125,-38.536571
772,772,,-3.721595,-38.596396
3502,3502,,-3.722762,-38.529965
1663,1663,,-3.775962,-38.551215
4699,4699,,-3.718147,-38.6003
5796,5796,,-3.738623,-38.471889
264,264,,-3.715298,-38.563453
1737,1737,,-3.732395,-38.52544
4843,4843,,-3.769657,-38.488483
796,796,,-3.721909,-38.581749
6233,6233,,-3.740899,-38.517392
3003,3003,,-3.763953,-38.508274
370,370,,-3.782047,-38.498215
3420,3420,,-3.808864,-38.508847
2412,2412,,-3.753905,-38.536896
PP,PP,,-3.738198,-38.485087
5039,5039,,-3.730037,-38.532137
2088,2088,,-3.74006,-38.530542
2163,2163,,-3.743425,-38.500582
5046,5046,,-3.787088,-38.58484
500,500,,-3.797183,-38.531678
5284,5284,,-3.729591,-38.53354
590,590,,-3.808854,-38.573898
2080,2080,,-3.741869,-38.538213
6146,6146,,-3.789309,-38.586855
2293,2293,,-3.749529,-38.571197
1229,1229,,-3.726213,-38.514287
1732,1732,,-3.733103,-38.526074
2146,2146,,-3.739369,-38.501879
6179,6179,,-3.739955,-38.474339
3117,3117,,-3.80793,-38.538148
2961,2961,,-3.770094,-38.542672
2022,2022,,-3.741661,-38.565614
4939,4939,,-3.832786,-38.551757
2511,2511,,-3.752162,-38.509374
2048,2048,,-3.744494,-38.553979
2324,2324,,-3.74808,-38.557752
4627,4627,,-3.794881,-38.547394
1772,1772,,-3.729642,-38.509087
3600,3600,,-3.821356,-38.535103
4724,4724,,-3.73226,-38.526807
989,989,,-3.726849,-38.540516
3576,3576,,-3.825833,-38.538416
3884,3884,,-3.743029,-38.504324
445,445,,-3.791236,-38.588695
1948,1948,,-3.790345,-38.601878
5392,5392,,-3.785699,-38.487263
2537,2537,,-3.74695,-38.493184
26,26,,-3.701092,-38.585718
1798,1798,,-3.729392,-38.495796
2520,2520,,-3.753582,-38.504071
4737,4737,,-3.837338,-38.52179
2197,2197,,-3.742341,-38.4864
1757,1757,,-3.736575,-38.52182
3212,3212,,-3.773781,-38.515854
2836,2836,,-3.761518,-38.545874
4861,4861,,-3.80522,-38.566002
2645,2645,,-3.725082,-38.480088
3354,3354,,-3.787264,-38.504324
1735,1735,,-3.732684,-38.525537
3124,3124,,-3.800318,-38.534006
4068,4068,,-3.804848,-38.539462
4629,4629,,-3.798748,-38.505879
3295,3295,,-3.759091,-38.492118
302,302,,-3.789174,-38.548402
1600,1600,,-3.731588,-38.537324
2195,2195,,-3.745136,-38.490686
1241,1241,,-3.724121,-38.504018
1258,1258,,-3.726528,-38.490985
5023,5023,,-3.787582,-38.502947
1572,1572,,-3.713763,-38.473109
6123,6123,,-3.814318,-38.537462
628,628,,-3.795914,-38.491318
4977,4977,,-3.734445,-38.524675
21,21,,-3.709181,-38.590003
25,25,,-3.700882,-38.585517
3201,3201,,-3.81487,-38.556476
1753,1753,,-3.733937,-38.523436
975,975,,-3.724586,-38.54837
2086,2086,,-3.73686,-38.531012
4596,4596,,-3.80919,-38.569252
2824,2824,,-3.758778,-38.544706
880,880,,-3.815882,-38.574411
2017,2017,,-3.740283,-38.559028
5232,5232,,-3.772467,-38.57219
3881,3881,,-3.742066,-38.507387
2525,2525,,-3.750143,-38.502895
2084,2084,,-3.73931,-38.533424
5050,5050,,-3.746498,-38.556229
5123,5123,,-3.738047,-38.538195
583,583,,-3.803754,-38.569388
1906,1906,,-3.737166,-38.592246
3112,3112,,-3.80555,-38.538628
2900,2900,,-3.769204,-38.560706
816,816,,-3.722693,-38.578371
535,535,,-3.807662,-38.604616
5432,5432,,-3.808936,-38.573631
4350,4350,,-3.740914,-38.499779
3690,3690,,-3.835317,-38.521563
5147,5147,,-3.746674,-38.524807
1723,1723,,-3.733911,-38.531782
2963,2963,,-3.769157,-38.542532
775,775,,-3.72311,-38.590655
578,578,,-3.802231,-38.571822
697,697,,-3.824758,-38.554763
1898,1898,,-3.739511,-38.596923
5234,5234,,-3.735676,-38.527695
967,967,,-3.725496,-38.555552
5083,5083,,-3.78149,-38.51403
1598,1598,,-3.729692,-38.536072
3294,3294,,-3.761619,-38.507134
2032,2032,,-3.741397,-38.563656
5707,5707,,-3.766182,-38.592864
291,291,,-3.781952,-38.552313
2926,2926,,-3.771992,-38.55173
173,173,,-3.782263,-38.582832
1001,1001,,-3.72315,-38.526
3507,3507,,-3.722199,-38.529927
4481,4481,,-3.759757,-38.591424
2895,2895,,-3.76708,-38.560287
2091,2091,,-3.736923,-38.528441
2266,2266,,-3.748516,-38.584557
1000,1000,,-3.722118,-38.528978
3498,3498,,-3.722733,-38.530459
232,232,,-3.716666,-38.57751
5005,5005,,-3.80737,-38.58028
406,406,,-3.7948,-38.610618
4963,4963,,-3.80209,-38.547787
2098,2098,,-3.742928,-38.534514
1132,1132,,-3.828335,-38.485826
5306,5306,,-3.722305,-38.530564
3694,3694,,-3.832167,-38.521609
1104,1104,,-3.793304,-38.475983
64,64,,-3.706674,-38.573198
1243,1243,,-3.723209,-38.505954
1442,1442,,-3.732042,-38.597904
584,584,,-3.803656,-38.569427
3156,3156,,-3.805601,-38.523352
1794,1794,,-3.727855,-38.495779
4220,4220,,-3.799309,-38.582781
2150,2150,,-3.739008,-38.499113
1649,1649,,-3.775609,-38.560192
2826,2826,,-3.755444,-38.544361
6243,6243,,-3.847531,-38.516824
2079,2079,,-3.741708,-38.538418
2394,2394,,-3.748673,-38.54164
310,310,,-3.784918,-38.543828
865,865,,-3.814421,-38.587141
2914,2914,,-3.764905,-38.548799
1278,1278,,-3.724871,-38.465664
1269,1269,,-3.722942,-38.464487
3689,3689,,-3.835544,-38.521728
3754,3754,,-3.842836,-38.521531
1189,1189,,-3.832353,-38.499845
742,742,,-3.822018,-38.481162
6070,6070,,-3.833427,-38.477047
2331,2331,,-3.754376,-38.565751
3705,3705,,-3.828531,-38.512829
1788,1788,,-3.73025,-38.502059
1033,1033,,-3.727112,-38.525953
4324,4324,,-3.82361,-38.620284
5446,5446,,-3.802404,-38.59789
1351,1351,,-3.766127,-38.610843
858,858,,-3.811239,-38.583884
5355,5355,,-3.740255,-38.538367
4545,4545,,-3.763395,-38.602495
5573,5573,,-3.760757,-38.573456
2885,2885,,-3.772262,-38.569016
642,642,,-3.796242,-38.48851
5253,5253,,-3.827717,-38.517013
3372,3372,,-3.811705,-38.53725
5977,5977,,-3.81432,-38.537127
6149,6149,,-3.74523,-38.454562
195,195,,-3.789342,-38.577376
2973,2973,,-3.772875,-38.528796
2956,2956,,-3.771848,-38.538723
1369,1369,,-3.770178,-38.604646
3066,3066,,-3.801018,-38.551975
11,11,,-3.703413,-38.591677
2125,2125,,-3.7408,-38.511411
1546,1546,,-3.773543,-38.585979
4501,4501,,-3.778425,-38.563532
4408,4408,,-3.729463,-38.519358
1833,1833,,-3.735634,-38.48909
1284,1284,,-3.726839,-38.461471
458,458,,-3.797248,-38.586142
4767,4767,,-3.735795,-38.539428
1707,1707,,-3.731848,-38.527812
1214,1214,,-3.72337,-38.524511
1147,1147,,-3.833445,-38.490769
991,991,,-3.724667,-38.541727
2889,2889,,-3.765558,-38.567893
150,150,,-3.717262,-38.588112
284,284,,-3.714117,-38.5471
197,197,,-3.783474,-38.566007
4531,4531,,-3.807637,-38.46259
1734,1734,,-3.732819,-38.525582
2965,2965,,-3.769504,-38.545897
1169,1169,,-3.836289,-38.559161
1116,1116,,-3.827668,-38.551576
2822,2822,,-3.762341,-38.547811
961,961,,-3.721318,-38.550014
3970,3970,,-3.741244,-38.522987
1710,1710,,-3.73213,-38.526043
1486,1486,,-3.821694,-38.495348
3209,3209,,-3.781221,-38.538301
5219,5219,,-3.838424,-38.521813
4706,4706,,-3.694772,-38.58146
1813,1813,,-3.7285,-38.491654
922,922,,-3.834651,-38.565922
4453,4453,,-3.795508,-38.585367
759,759,,-3.719861,-38.603257
2059,2059,,-3.738501,-38.540287
194,194,,-3.787978,-38.576115
5161,5161,,-3.833654,-38.571745
5362,5362,,-3.730092,-38.531984
3249,3249,,-3.774064,-38.477847
3284,3284,,-3.755706,-38.510125
2097,2097,,-3.738474,-38.525532
1201,1201,,-3.828811,-38.493674
5507,5507,,-3.700472,-38.587019
1112,1112,,-3.799233,-38.479529
2938,2938,,-3.767275,-38.541963
3252,3252,,-3.775088,-38.475703
1206,1206,,-3.831769,-38.492694
3115,3115,,-3.806792,-38.539076
2805,2805,,-3.75654,-38.553058
1204,1204,,-3.832769,-38.494627
1286,1286,,-3.725373,-38.462281
2491,2491,,-3.749847,-38.511385
5057,5057,,-3.806533,-38.629823
5502,5502,,-3.801696,-38.518243
2727,2727,,-3.761123,-38.584006
6200,6200,,-3.755782,-38.584899
4845,4845,,-3.761502,-38.588155
1567,1567,,-3.70895,-38.471182
968,968,,-3.725333,-38.555098
258,258,,-3.715473,-38.565182
2835,2835,,-3.760139,-38.544694
2401,2401,,-3.74888,-38.538469
641,641,,-3.796135,-38.487863
537,537,,-3.805713,-38.605625
6060,6060,,-3.888273,-38.501741
6090,6090,,-3.831547,-38.50166
1219,1219,,-3.720304,-38.516585
4459,4459,,-3.771262,-38.589107
2709,2709,,-3.756749,-38.586874
5283,5283,,-3.729738,-38.533103
393,393,,-3.787054,-38.487961
2284,2284,,-3.753851,-38.585982
363,363,,-3.782688,-38.516632
4258,4258,,-3.737668,-38.585849
913,913,,-3.831965,-38.557713
2370,2370,,-3.747057,-38.547344
5273,5273,,-3.73053,-38.533212
3008,3008,,-3.769316,-38.512596
2997,2997,,-3.765744,-38.511816
1593,1593,,-3.730107,-38.539914
568,568,,-3.808443,-38.588491
5149,5149,,-3.730519,-38.533587
4696,4696,,-3.77389,-38.514487
571,571,,-3.805149,-38.584244
2425,2425,,-3.748978,-38.531387
2448,2448,,-3.751994,-38.526775
546,546,,-3.803346,-38.590539
281,281,,-3.717709,-38.556299
159,159,,-3.715569,-38.580311
4333,4333,,-3.817805,-38.606187
4475,4475,,-3.766753,-38.585689
124,124,,-3.715818,-38.598882
982,982,,-3.721402,-38.541743
837,837,,-3.813547,-38.59832
1333,1333,,-3.772379,-38.618967
2874,2874,,-3.765909,-38.575101
4463,4463,,-3.771484,-38.590448
2875,2875,,-3.766266,-38.57475
3386,3386,,-3.810212,-38.534527
4617,4617,,-3.822574,-38.596155
4875,4875,,-3.807921,-38.501756
5211,5211,,-3.780501,-38.541676
1510,1510,,-3.733518,-38.577708
832,832,,-3.816178,-38.60369
552,552,,-3.808886,-38.595314
2793,2793,,-3.757088,-38.557654
1606,1606,,-3.733835,-38.536484
1920,1920,,-3.743882,-38.590978
1746,1746,,-3.727933,-38.518974
1235,1235,,-3.721539,-38.509846
2738,2738,,-3.762344,-38.582033
621,621,,-3.822625,-38.584696
1231,1231,,-3.720648,-38.512204
2416,2416,,-3.746432,-38.532819
822,822,,-3.719744,-38.570558
2630,2630,,-3.80557,-38.449179
1130,1130,,-3.829349,-38.48681
2170,2170,,-3.741458,-38.495903
2116,2116,,-3.738045,-38.520144
5804,5804,,-3.849916,-38.522877
1162,1162,,-3.833543,-38.477072
4622,4622,,-3.822591,-38.591035
84,84,,-3.708622,-38.558678
2371,2371,,-3.749822,-38.54721
2173,2173,,-3.741858,-38.494205
128,128,,-3.717126,-38.595445
41,41,,-3.707723,-38.58067
5060,5060,,-3.81027,-38.432785
617,617,,-3.82367,-38.587514
5742,5742,,-3.765005,-38.605086
5500,5500,,-3.797516,-38.582747
1360,1360,,-3.767078,-38.601314
2119,2119,,-3.739787,-38.5145
1193,1193,,-3.83537,-38.499001
471,471,,-3.795726,-38.569514
2488,2488,,-3.753255,-38.514854
926,926,,-3.719925,-38.567443
262,262,,-3.716295,-38.560797
3170,3170,,-3.807156,-38.479127
5001,5001,,-3.815359,-38.468806
3661,3661,,-3.767396,-38.584483
519,519,,-3.79715,-38.467027
5105,5105,,-3.814922,-38.477397
3442,3442,,-3.817511,-38.484769
3455,3455,,-3.813964,-38.465893
5453,5453,,-3.749755,-38.539493
3664,3664,,-3.770566,-38.582438
1014,1014,,-3.723913,-38.534046
6167,6167,,-3.726413,-38.532917
4149,4149,,-3.796262,-38.497674
5841,5841,,-3.805486,-38.611279
5705,5705,,-3.79768,-38.56657
4093,4093,,-3.830494,-38.56006
4922,4922,,-3.800771,-38.530101
2523,2523,,-3.749053,-38.50255
2179,2179,,-3.739243,-38.489769
4301,4301,,-3.721693,-38.473912
266,266,,-3.716944,-38.55889
5535,5535,,-3.734206,-38.52752
1480,1480,,-3.728738,-38.582576
221,221,,-3.71114,-38.575562
146,146,,-3.715741,-38.586957
161,161,,-3.715213,-38.58215
3826,3826,,-3.851004,-38.501518
2164,2164,,-3.743525,-38.500851
4659,4659,,-3.726964,-38.591039
5165,5165,,-3.839325,-38.574993
3761,3761,,-3.840239,-38.512207
1473,1473,,-3.728334,-38.585141
3655,3655,,-3.767246,-38.587588
365,365,,-3.786497,-38.518427
6170,6170,,-3.753305,-38.523616
230,230,,-3.713337,-38.56944
4936,4936,,-3.786305,-38.506011
223,223,,-3.710507,-38.577392
3496,3496,,-3.722814,-38.53021
45,45,,-3.704373,-38.578104
2034,2034,,-3.741851,-38.560569
1580,1580,,-3.71127,-38.46732
2623,2623,,-3.796633,-38.500041
6241,6241,,-3.815875,-38.624898
3131,3131,,-3.803009,-38.53133
3778,3778,,-3.838733,-38.487012
3764,3764,,-3.837497,-38.494109
2707,2707,,-3.7564,-38.588148
4753,4753,,-3.850605,-38.480576
1190,1190,,-3.832471,-38.499991
503,503,,-3.794914,-38.517921
368,368,,-3.790596,-38.517513
6248,6248,,-3.724962,-38.572734
243,243,,-3.718274,-38.570199
2085,2085,,-3.736542,-38.532584
3942,3942,,-3.720457,-38.566907
6220,6220,,-3.739701,-38.567541
2436,2436,,-3.753632,-38.533297
4414,4414,,-3.787001,-38.630074
206,206,,-3.782193,-38.563287
490,490,,-3.798113,-38.56414
5350,5350,,-3.783803,-38.574571
485,485,,-3.796409,-38.566059
976,976,,-3.721642,-38.544324
3099,3099,,-3.80214,-38.546234
1543,1543,,-3.774205,-38.588936
5560,5560,,-3.809983,-38.576354
5723,5723,,-3.784529,-38.623565
3046,3046,,-3.800323,-38.563726
661,661,,-3.822345,-38.562993
5688,5688,,-3.721354,-38.571872
5687,5687,,-3.72185,-38.571294
1838,1838,,-3.735786,-38.486388
4691,4691,,-3.786323,-38.519848
1236,1236,,-3.727046,-38.511924
1232,1232,,-3.720592,-38.513186
4836,4836,,-3.810165,-38.493572
1485,1485,,-3.819708,-38.496454
472,472,,-3.795813,-38.569853
2411,2411,,-3.752633,-38.537523
4086,4086,,-3.833646,-38.550037
1325,1325,,-3.760628,-38.602805
1175,1175,,-3.836339,-38.557362
4297,4297,,-3.826819,-38.554478
399,399,,-3.788238,-38.465633
5479,5479,,-3.832695,-38.570738
4072,4072,,-3.809229,-38.534345
6056,6056,,-3.894529,-38.514154
540,540,,-3.801631,-38.598918
180,180,,-3.786619,-38.584123
3110,3110,,-3.805917,-38.53636
595,595,,-3.806207,-38.569653
4523,4523,,-3.75582,-38.563284
5478,5478,,-3.832687,-38.570547
290,290,,-3.782487,-38.55337
566,566,,-3.806985,-38.587414
463,463,,-3.797761,-38.585347
4907,4907,,-3.72233,-38.601269
2143,2143,,-3.742629,-38.510291
5285,5285,,-3.729505,-38.533804
3266,3266,,-3.756156,-38.519899
3977,3977,,-3.721249,-38.596634
1063,1063,,-3.77773,-38.612026
1406,1406,,-3.77447,-38.601323
1245,1245,,-3.725554,-38.500761
1263,1263,,-3.725602,-38.485706
3204,3204,,-3.780885,-38.546083
986,986,,-3.722408,-38.538634
958,958,,-3.719435,-38.551129
3738,3738,,-3.837095,-38.570695
762,762,,-3.727567,-38.602983
1565,1565,,-3.735924,-38.595373
3875,3875,,-3.768783,-38.556389
4493,4493,,-3.738005,-38.455221
1025,1025,,-3.723384,-38.529075
3309,3309,,-3.761762,-38.443025
5086,5086,,-3.750227,-38.448792
2559,2559,,-3.748981,-38.471061
2231,2231,,-3.743705,-38.452133
2676,2676,,-3.746116,-38.450781
3306,3306,,-3.759654,-38.444054
3226,3226,,-3.780425,-38.503438
5082,5082,,-3.832276,-38.552814
5848,5848,,-3.802833,-38.627878
3214,3214,,-3.775745,-38.515285
1153,1153,,-3.82922,-38.474936
1200,1200,,-3.833167,-38.499111
3688,3688,,-3.828138,-38.514703
3863,3863,,-3.865141,-38.508259
5332,5332,,-3.858569,-38.50589
2640,2640,,-3.719281,-38.475598
1194,1194,,-3.835264,-38.499143
5806,5806,,-3.848647,-38.503898
2379,2379,,-3.751838,-38.552469
5164,5164,,-3.841417,-38.566254
6052,6052,,-3.855603,-38.519919
5071,5071,,-3.845562,-38.508703
2618,2618,,-3.796039,-38.497783
905,905,,-3.828765,-38.563733
5405,5405,,-3.853589,-38.500392
6154,6154,,-3.828209,-38.487311
5337,5337,,-3.862212,-38.504417
4079,4079,,-3.80876,-38.543421
1470,1470,,-3.728146,-38.586988
2790,2790,,-3.757639,-38.561627
4740,4740,,-3.8512,-38.50609
3570,3570,,-3.824557,-38.543637
1321,1321,,-3.76298,-38.602499
5202,5202,,-3.750472,-38.592813
1308,1308,,-3.758039,-38.602312
2122,2122,,-3.744959,-38.515508
1275,1275,,-3.726917,-38.468809
3828,3828,,-3.847492,-38.487529
4754,4754,,-3.8497,-38.478541
6127,6127,,-3.776638,-38.592383
4491,4491,,-3.764061,-38.59345
5492,5492,,-3.8502,-38.485755
3836,3836,,-3.849529,-38.476398
1650,1650,,-3.773998,-38.558064
2215,2215,,-3.74162,-38.481221
5356,5356,,-3.729693,-38.533237
4118,4118,,-3.828212,-38.591366
4752,4752,,-3.851576,-38.482835
2865,2865,,-3.760825,-38.525899
5365,5365,,-3.822501,-38.495274
2457,2457,,-3.747958,-38.521561
1152,1152,,-3.828331,-38.47938
4030,4030,,-3.830346,-38.502015
5690,5690,,-3.723682,-38.572063
4244,4244,,-3.704109,-38.589937
149,149,,-3.717809,-38.587763
3208,3208,,-3.77888,-38.540327
3902,3902,,-3.879186,-38.53068
1151,1151,,-3.829115,-38.480677
1769,1769,,-3.732103,-38.511155
2192,2192,,-3.742722,-38.491514
2757,2757,,-3.756746,-38.569819
1910,1910,,-3.739736,-38.590361
3598,3598,,-3.815524,-38.612833
19,19,,-3.708196,-38.59023
39,39,,-3.708116,-38.582988
36,36,,-3.709492,-38.580652
6113,6113,,-3.737539,-38.585015
444,444,,-3.792656,-38.587983
580,580,,-3.803722,-38.572292
2781,2781,,-3.760304,-38.568589
4800,4800,,-3.799519,-38.517176
366,366,,-3.786628,-38.518222
1355,1355,,-3.768296,-38.607308
5615,5615,,-3.70228,-38.569029
888,888,,-3.827989,-38.588557
2891,2891,,-3.764817,-38.565502
504,504,,-3.79281,-38.517455
14,14,,-3.703444,-38.591445
1191,1191,,-3.834966,-38.500635
1082,1082,,-3.785912,-38.481038
2258,2258,,-3.75034,-38.590207
2518,2518,,-3.751698,-38.504087
1217,1217,,-3.720844,-38.51958
638,638,,-3.796082,-38.483107
748,748,,-3.825752,-38.479637
3679,3679,,-3.829066,-38.522698
3945,3945,,-3.740659,-38.483084
5155,5155,,-3.801641,-38.556714
227,227,,-3.712207,-38.572693
3448,3448,,-3.814758,-38.481052
5220,5220,,-3.838331,-38.521659
5193,5193,,-3.753921,-38.55086
5699,5699,,-3.747746,-38.480219
5068,5068,,-3.845875,-38.51148
3808,3808,,-3.84893,-38.503859
1121,1121,,-3.831895,-38.556004
5463,5463,,-3.708266,-38.594214
236,236,,-3.717412,-38.574293
741,741,,-3.822885,-38.481376
5672,5672,,-3.828544,-38.564971
3572,3572,,-3.825226,-38.53923
237,237,,-3.716969,-38.574037
3599,3599,,-3.814289,-38.611207
4049,4049,,-3.807386,-38.59405
1605,1605,,-3.733537,-38.536395
153,153,,-3.718009,-38.583253
3036,3036,,-3.771119,-38.492394
4138,4138,,-3.718288,-38.604936
37,37,,-3.709347,-38.580638
5249,5249,,-3.746629,-38.531731
1859,1859,,-3.728578,-38.471795
640,640,,-3.796388,-38.486456
3397,3397,,-3.81622,-38.531431
155,155,,-3.71761,-38.586016
5022,5022,,-3.740672,-38.59459
3772,3772,,-3.845054,-38.501805
3677,3677,,-3.829272,-38.526248
4295,4295,,-3.826337,-38.559253
5766,5766,,-3.839802,-38.581829
4926,4926,,-3.771653,-38.472678
473,473,,-3.797195,-38.569979
1574,1574,,-3.716248,-38.475202
106,106,,-3.711832,-38.599256
2664,2664,,-3.747093,-38.464149
38,38,,-3.708321,-38.582921
3755,3755,,-3.842941,-38.521663
68,68,,-3.707711,-38.570464
133,133,,-3.71479,-38.594622
825,825,,-3.812252,-38.609206
2932,2932,,-3.771984,-38.556984
680,680,,-3.826235,-38.563054
3740,3740,,-3.838385,-38.569971
901,901,,-3.832333,-38.568477
1653,1653,,-3.780654,-38.558358
3530,3530,,-3.806326,-38.508111
5732,5732,,-3.791097,-38.602271
117,117,,-3.713372,-38.594194
131,131,,-3.716558,-38.595129
1646,1646,,-3.773247,-38.562387
3986,3986,,-3.814512,-38.592981
1179,1179,,-3.841019,-38.559707
5212,5212,,-3.743816,-38.469095
4548,4548,,-3.774549,-38.6201
4909,4909,,-3.724258,-38.602021
1306,1306,,-3.755228,-38.601876
1389,1389,,-3.770255,-38.598406
522,522,,-3.803712,-38.604133
5488,5488,,-3.847637,-38.487623
1789,1789,,-3.729835,-38.496403
4321,4321,,-3.811926,-38.609217
4053,4053,,-3.814055,-38.580745
289,289,,-3.784931,-38.553552
1619,1619,,-3.774261,-38.573979
1825,1825,,-3.7314,-38.482129
2531,2531,,-3.747955,-38.496812
4745,4745,,-3.819929,-38.508323
3227,3227,,-3.781369,-38.513488
6162,6162,,-3.752228,-38.490851
1544,1544,,-3.77338,-38.588098
5056,5056,,-3.798933,-38.620466
4369,4369,,-3.797314,-38.60654
2651,2651,,-3.722977,-38.476743
6259,6259,,-3.79464,-38.617054
3097,3097,,-3.800178,-38.543494
5216,5216,,-3.756811,-38.523415
1713,1713,,-3.732832,-38.533324
6092,6092,,-3.730275,-38.531755
818,818,,-3.722731,-38.577705
1411,1411,,-3.779707,-38.60506
2141,2141,,-3.742724,-38.509415
678,678,,-3.826953,-38.561453
1652,1652,,-3.78092,-38.558281
2929,2929,,-3.769165,-38.556083
3672,3672,,-3.828163,-38.532361
1381,1381,,-3.765971,-38.598633
5295,5295,,-3.72691,-38.533087
1936,1936,,-3.788446,-38.619831
5553,5553,,-3.753024,-38.538805
2431,2431,,-3.7459,-38.525491
689,689,,-3.822329,-38.554688
2375,2375,,-3.753166,-38.556083
3063,3063,,-3.803699,-38.552797
176,176,,-3.78406,-38.57962
745,745,,-3.818221,-38.476886
5070,5070,,-3.847052,-38.505292
2485,2485,,-3.753122,-38.516045
842,842,,-3.809653,-38.591401
1099,1099,,-3.799133,-38.619224
2755,2755,,-3.755729,-38.574125
183,183,,-3.782832,-38.577635
4735,4735,,-3.788485,-38.5861
2363,2363,,-3.746858,-38.552555
1932,1932,,-3.789314,-38.613819
1926,1926,,-3.785014,-38.618732
5670,5670,,-3.833388,-38.507014
4075,4075,,-3.811037,-38.527645
1630,1630,,-3.779971,-38.573226
5819,5819,,-3.772992,-38.607521
1408,1408,,-3.777269,-38.60218
1971,1971,,-3.790125,-38.593205
4903,4903,,-3.761838,-38.582671
4202,4202,,-3.827975,-38.48006
30,30,,-3.702627,-38.582376
2796,2796,,-3.760971,-38.56487
5104,5104,,-3.813554,-38.479
1322,1322,,-3.76041,-38.603641
3028,3028,,-3.772574,-38.498542
919,919,,-3.831414,-38.564691
2893,2893,,-3.765724,-38.563314
4695,4695,,-3.780121,-38.49785
1481,1481,,-3.731845,-38.579965
3998,3998,,-3.817318,-38.623348
581,581,,-3.803894,-38.571998
257,257,,-3.716263,-38.56552
2666,2666,,-3.747789,-38.46207
2556,2556,,-3.747333,-38.471911
1079,1079,,-3.789291,-38.48064
3202,3202,,-3.814689,-38.556157
2397,2397,,-3.748814,-38.536345
425,425,,-3.793146,-38.591058
5653,5653,,-3.763836,-38.59113
5775,5775,,-3.81746,-38.63356
5805,5805,,-3.764721,-38.577275
2043,2043,,-3.739226,-38.552899
3339,3339,,-3.772451,-38.474623
539,539,,-3.80041,-38.599435
4873,4873,,-3.771855,-38.516869
3794,3794,,-3.84628,-38.522124
2108,2108,,-3.744556,-38.525721
1261,1261,,-3.725903,-38.487064
4424,4424,,-3.725306,-38.523958
559,559,,-3.804791,-38.591651
4511,4511,,-3.771927,-38.578419
1070,1070,,-3.845335,-38.528963
4386,4386,,-3.755125,-38.54147
3236,3236,,-3.778158,-38.499229
344,344,,-3.786465,-38.528438
4834,4834,,-3.795412,-38.498643
5146,5146,,-3.798789,-38.503251
3746,3746,,-3.844213,-38.527965
6207,6207,,-3.739802,-38.568082
5445,5445,,-3.802614,-38.596331
5209,5209,,-3.7752,-38.477198
5826,5826,,-3.797243,-38.468722
5660,5660,,-3.8242,-38.569273
4910,4910,,-3.726037,-38.602403
987,987,,-3.724459,-38.544205
3355,3355,,-3.786664,-38.505711
2909,2909,,-3.76597,-38.550997
152,152,,-3.718749,-38.582949
98,98,,-3.715288,-38.605427
1326,1326,,-3.766096,-38.61545
4784,4784,,-3.721138,-38.542561
1096,1096,,-3.791017,-38.614286
1093,1093,,-3.795687,-38.611518
5747,5747,,-3.846321,-38.491748
5534,5534,,-3.795344,-38.468861
3447,3447,,-3.814626,-38.481214
715,715,,-3.818987,-38.490303
3363,3363,,-3.787679,-38.5111
96,96,,-3.716029,-38.605952
3314,3314,,-3.765504,-38.51642
3291,3291,,-3.759366,-38.504653
3551,3551,,-3.813789,-38.44965
1222,1222,,-3.72404,-38.519604
994,994,,-3.719192,-38.531926
270,270,,-3.712001,-38.555221
799,799,,-3.72352,-38.58644
2390,2390,,-3.747095,-38.53938
253,253,,-3.710814,-38.560458
4879,4879,,-3.71513,-38.542271
1505,1505,,-3.729218,-38.573317
23,23,,-3.701823,-38.583501
3155,3155,,-3.805543,-38.523692
4339,4339,,-3.810652,-38.590308
4558,4558,,-3.822162,-38.559852
