Id,Label,timeset,d1,d2
2538,2538,,-3.748518,-38.492727
2459,2459,,-3.748915,-38.523731
4542,4542,,-3.728995,-38.53875
2154,2154,,-3.740454,-38.499003
1625,1625,,-3.780531,-38.569255
66,66,,-3.706001,-38.575078
1256,1256,,-3.72657,-38.489983
3384,3384,,-3.814168,-38.541454
4355,4355,,-3.75138,-38.502761
187,187,,-3.784695,-38.573108
4476,4476,,-3.770979,-38.580244
2730,2730,,-3.760386,-38.585689
453,453,,-3.791402,-38.579408
2206,2206,,-3.742046,-38.481661
410,410,,-3.797861,-38.603186
2585,2585,,-3.792601,-38.549444
2522,2522,,-3.747351,-38.501833
4725,4725,,-3.732109,-38.526757
1681,1681,,-3.767139,-38.611792
1424,1424,,-3.777867,-38.598373
5684,5684,,-3.802635,-38.620017
4354,4354,,-3.75087,-38.502947
3545,3545,,-3.800089,-38.497806
2443,2443,,-3.751508,-38.528894
4726,4726,,-3.731955,-38.526705
2475,2475,,-3.752092,-38.523584
1159,1159,,-3.835543,-38.47794
1199,1199,,-3.832176,-38.497197
798,798,,-3.723413,-38.586268
1526,1526,,-3.735007,-38.564251
198,198,,-3.783855,-38.565862
5578,5578,,-3.807398,-38.566951
6072,6072,,-3.832472,-38.460905
3432,3432,,-3.816232,-38.497774
5916,5916,,-3.801626,-38.615352
5725,5725,,-3.786101,-38.618028
6126,6126,,-3.794129,-38.530912
1754,1754,,-3.735658,-38.523566
2421,2421,,-3.749046,-38.52977
2083,2083,,-3.741476,-38.534074
6222,6222,,-3.735209,-38.567296
498,498,,-3.793054,-38.530368
4652,4652,,-3.795504,-38.516291
3000,3000,,-3.764472,-38.510471
2389,2389,,-3.747245,-38.544668
1728,1728,,-3.732332,-38.528454
3263,3263,,-3.773731,-38.46622
4191,4191,,-3.772868,-38.478437
1296,1296,,-3.758952,-38.608124
1047,1047,,-3.775575,-38.620723
6199,6199,,-3.729983,-38.533049
5477,5477,,-3.832701,-38.569424
4772,4772,,-3.725723,-38.5684
3692,3692,,-3.83329,-38.521485
1220,1220,,-3.720541,-38.517276
1248,1248,,-3.726902,-38.497022
4428,4428,,-3.773657,-38.58372
3394,3394,,-3.817178,-38.5282
207,207,,-3.783893,-38.561326
2056,2056,,-3.738101,-38.542269
1996,1996,,-3.737177,-38.57228
1622,1622,,-3.777714,-38.569678
345,345,,-3.786571,-38.528549
5987,5987,,-3.808628,-38.536952
5110,5110,,-3.810544,-38.555113
3621,3621,,-3.819176,-38.511395
3012,3012,,-3.771439,-38.513697
2210,2210,,-3.740705,-38.47616
1787,1787,,-3.731728,-38.502607
3281,3281,,-3.759429,-38.523545
1604,1604,,-3.733307,-38.536329
1495,1495,,-3.733314,-38.583487
3258,3258,,-3.773875,-38.471571
942,942,,-3.727487,-38.565006
5651,5651,,-3.781312,-38.613706
1858,1858,,-3.728103,-38.473006
4712,4712,,-3.817476,-38.532715
906,906,,-3.828347,-38.559548
5204,5204,,-3.752875,-38.593327
4248,4248,,-3.718176,-38.554841
983,983,,-3.722315,-38.541024
1506,1506,,-3.728736,-38.572106
2142,2142,,-3.743047,-38.509223
4944,4944,,-3.751681,-38.551948
804,804,,-3.725945,-38.585593
2721,2721,,-3.757227,-38.581884
339,339,,-3.788912,-38.544779
2281,2281,,-3.750733,-38.583754
4020,4020,,-3.75693,-38.530896
6252,6252,,-3.737488,-38.560231
2861,2861,,-3.75963,-38.53018
3710,3710,,-3.829985,-38.509439
326,326,,-3.788886,-38.537204
1145,1145,,-3.834777,-38.488082
4981,4981,,-3.733513,-38.517972
3680,3680,,-3.828903,-38.523424
3571,3571,,-3.82476,-38.543753
1959,1959,,-3.784436,-38.597564
4230,4230,,-3.801342,-38.576345
6260,6260,,-3.763969,-38.549339
4253,4253,,-3.724645,-38.550001
2789,2789,,-3.758678,-38.563088
4158,4158,,-3.770737,-38.578019
4241,4241,,-3.800759,-38.582471
470,470,,-3.796838,-38.578328
5298,5298,,-3.722143,-38.533043
4763,4763,,-3.846836,-38.517767
3408,3408,,-3.811426,-38.520083
2834,2834,,-3.75595,-38.538338
446,446,,-3.791724,-38.589633
5279,5279,,-3.729017,-38.532731
2302,2302,,-3.752745,-38.571869
2384,2384,,-3.751741,-38.548754
405,405,,-3.79264,-38.609918
2418,2418,,-3.745589,-38.535398
5709,5709,,-3.831256,-38.564721
5700,5700,,-3.758065,-38.483079
3991,3991,,-3.812106,-38.629288
5745,5745,,-3.830074,-38.564197
999,999,,-3.720974,-38.528656
4257,4257,,-3.702618,-38.581924
33,33,,-3.707147,-38.584621
766,766,,-3.718938,-38.59595
4423,4423,,-3.724221,-38.524288
2131,2131,,-3.740587,-38.508439
1750,1750,,-3.731019,-38.514492
3961,3961,,-3.731573,-38.507711
1776,1776,,-3.730355,-38.506901
1726,1726,,-3.73606,-38.529212
4034,4034,,-3.756014,-38.468458
1218,1218,,-3.721439,-38.51926
801,801,,-3.723819,-38.586697
1437,1437,,-3.731012,-38.601628
